댓글,시간,년,월,일,시,d
좋은 사진들 잘보고 가요,2019-05-29T06:49:13.000Z,2019,05,29,06,0
나는 왜 저기 없나요...ㅠㅠ,2019-05-29T06:49:13.000Z,2019,05,29,06,0
보고가요^^,2019-05-29T06:49:13.000Z,2019,05,29,06,0
"간단하지만, 맛있어보이는 한끼 인걸요!🙆🏻‍♀️❤️",2019-05-05T03:18:33.000Z,2019,05,05,03,1
구경잘하구가용ㅎㅎ:)맞팔해용,2019-05-05T03:18:33.000Z,2019,05,05,03,1
구경 잘했어요^^ 남은 오늘 하루도 좋은 일들 가득하세요~💫,2019-05-05T03:18:33.000Z,2019,05,05,03,1
나도 만두좋아혀,2019-02-08T01:09:17.000Z,2019,02,08,01,1
호두😍,2019-02-08T01:09:17.000Z,2019,02,08,01,1
다시왕 ..일해 같이 🙄🙄,2019-02-08T01:09:17.000Z,2019,02,08,01,1
호두 낼름 ㅋㅋㅋ ㅋ ㅋ기여운 혓바닥 👅,2019-02-08T01:09:17.000Z,2019,02,08,01,1
호두 마음이 이해가가네ㅠㅠㅠ,2019-02-08T01:09:17.000Z,2019,02,08,01,1
아ㅠㅠ넘 귀여워요.... 같이 소통하고 지내요!,2019-02-08T01:09:17.000Z,2019,02,08,01,1
#만두#군만두#만두스타그램#불닭만두#매운만두#일요일#저녁#저녁반찬#맛집#송파#맞팔#선팔#데일리#요리스타그램#요리촬영#음식촬영#koreafood,2019-03-10T08:02:51.000Z,2019,03,10,08,0
❤️,2019-03-10T08:02:51.000Z,2019,03,10,08,0
저두 비비고 좋아해요~^^,2019-03-10T08:02:51.000Z,2019,03,10,08,0
꺄악 >.<!! 둘이 먹다 둘다 죽어도 모르는 아구찜 공구중이예용-!! 구경오세요오옹 :),2019-03-10T08:02:51.000Z,2019,03,10,08,0
잘보구 갑니다~ 소통하며 지내요 ^^b,2019-03-10T08:02:51.000Z,2019,03,10,08,0
전남 영광의 명품 해원굴비입니다~ 최고만을 엄선합니다 ^^ 자세한 사항은 문의 주시고 미세먼지 조심하셔요 ~^^👌,2019-03-10T08:02:51.000Z,2019,03,10,08,0
ㅋㅋㅋ안매워용?,2019-03-10T08:02:51.000Z,2019,03,10,08,0
영상 잘보고가요~ㅋㅋ 오늘 하루도 행복한 하루되세요 :),2019-03-10T08:02:51.000Z,2019,03,10,08,0
잘보구갑니다. 소통해요,2019-03-10T08:02:51.000Z,2019,03,10,08,0
선팔 하고 갑니당 !!!,2019-03-10T08:02:51.000Z,2019,03,10,08,0
소소하지만 확실한 행복한 시간 외로워말고 잘 보내세요~😘,2019-01-14T13:52:43.000Z,2019,01,14,13,0
네넴띤이다아ㅋㅋ,2019-03-22T14:58:07.000Z,2019,03,22,14,0
우와~~저두 오늘 저녁엔 비빔면 먹어야겠어요~🤗,2019-03-22T14:58:07.000Z,2019,03,22,14,0
인증됨,2019-02-08T01:42:19.000Z,2019,02,08,01,1
짜글이 해먹으면 너무 맛있어요,2019-02-08T01:42:19.000Z,2019,02,08,01,1
짜글이 해먹으면 너무 맛있어요,2019-02-08T01:42:19.000Z,2019,02,08,01,1
남이 해주는 비빔국수 먹고싶다ㅡㅡ소면 한봉다먹을수 있을듯ㅋㅋ,2019-03-15T09:55:50.000Z,2019,03,15,09,0
맛있겠다 비빔국수랑 만두는 환상의콤비지😎👍,2019-03-15T09:55:50.000Z,2019,03,15,09,0
전 5살아들바보 엄마랍니당^^ 육아소통해요 선팔하고갈께요!!^^,2019-06-16T11:49:22.000Z,2019,06,16,11,0
행복한 하루보내세요♡,2019-03-07T01:25:10.000Z,2019,03,07,01,1
사진 잘 보고갑니다^^,2019-02-03T15:04:35.000Z,2019,02,03,15,0
🥓🥟美味しそう〜😍👍✨✨,2018-12-30T11:34:52.000Z,2018,12,30,11,0
연말 잘 보내세요🤗,2018-12-30T11:34:52.000Z,2018,12,30,11,0
이시간에  보고  갑자기  넘배고픔요ㅎ~쩝!!!😋,2018-12-30T11:34:52.000Z,2018,12,30,11,0
아주 맛있어 보인다.🤩,2018-12-30T11:34:52.000Z,2018,12,30,11,0
꿀맛 🙌,2018-12-30T11:34:52.000Z,2018,12,30,11,0
맞팔하러왔어요~~~자주소통해요 감기조심하세요 ^^,2018-12-30T11:34:52.000Z,2018,12,30,11,0
Happy new year~~~건강하세요~~~🙆😘🎉🎉🎉💐🌹👌,2018-12-30T11:34:52.000Z,2018,12,30,11,0
새해에는 기쁨은➕더하고 슬픔은➖빼고사랑은 ✖곱하고 행복은 ➗나눌수있는뜻깊은 한 해가 되길 바랍니다❤,2018-12-30T11:34:52.000Z,2018,12,30,11,0
"새해 복 많이 받으세요 ,새해 복 많이 받으 셨으면 좋겠다, 좋은 시간 보내기🌺🎉",2018-12-30T11:34:52.000Z,2018,12,30,11,0
2018년 즐겁게 마무리 하시고 새해 복 많이 받으세요😊,2018-12-30T11:34:52.000Z,2018,12,30,11,0
새해복 많이받으세요🎆🎊,2018-12-30T11:34:52.000Z,2018,12,30,11,0
"겨울 계절의 시작 12월! 날씨가 점점 추워지네요. 추운 날씨에 항상 건강 조심하시고, 얼마남지 않은 2018년 띠뜻하고 행복한 한 달 되시길 바래요..",2018-12-14T01:43:03.000Z,2018,12,14,01,1
전남 영광의 명품 해원굴비입니다~ 최고만을 엄선합니다 ^^ 자세한 사항은 문의 주시고 미세먼지 조심하셔요 ~^^🌟,2019-04-04T15:04:30.000Z,2019,04,04,15,0
저도 비비고 매니아에요ㅡㅎㅎ👏,2019-01-16T14:26:46.000Z,2019,01,16,14,0
👍크 ~ 죽입니당!!^^,2019-01-16T14:26:46.000Z,2019,01,16,14,0
🥟,2019-05-02T14:07:58.000Z,2019,05,02,14,0
나도갈래 갈래에~~~~,2019-05-02T14:07:58.000Z,2019,05,02,14,0
ㅜㅜㅜ둘다ㅠ넘 사랑스러오 😻,2019-05-02T14:07:58.000Z,2019,05,02,14,0
아주 영상이 정신이읍써🤣,2019-05-02T14:07:58.000Z,2019,05,02,14,0
칼 너무 귀여운 거 아냐? ㅋㅋㅋㅋ,2019-05-02T14:07:58.000Z,2019,05,02,14,0
"나도너같은언니있어ㅛ으면서울대갔다,,,",2019-05-02T14:07:58.000Z,2019,05,02,14,0
너 결혼해..?,2019-05-02T14:07:58.000Z,2019,05,02,14,0
=),2019-05-02T14:07:58.000Z,2019,05,02,14,0
잘보고 갑니다~,2019-05-02T14:07:58.000Z,2019,05,02,14,0
안녕하세요~ 강남반영구 바비브로우 입니다. 반영구에 관심있으시면 제 페이지에도 놀러오세요 !,2019-05-02T14:07:58.000Z,2019,05,02,14,0
안녕하세요 ! 강남반영구전문 라피네 입니다. 반영구에 관심있으시면 제 페이지에도 구경오세요~,2019-05-02T14:07:58.000Z,2019,05,02,14,0
#저녁메뉴 #저녁메뉴추천 #사씨부부 #판교댁 #비비고 #비비고만두 #만두 #만두오마카세 #오마카세 #사씨부부 #신혼그램,2019-03-06T12:24:55.000Z,2019,03,06,12,0
완전 귀여워요ㅋㅋㅋ 🤤👍🏾인스타로 하루에 80마넌'◡'제 피드에 놀러오세요🧡,2019-03-06T12:24:55.000Z,2019,03,06,12,0
👏🏻👏🏻깨소금 신혼이구나❤️,2019-03-06T12:24:55.000Z,2019,03,06,12,0
오오 비비고군만두가 그리 엄청나다는데 그걸 누른 감자만두 당신은 대체😂😍,2019-03-06T12:24:55.000Z,2019,03,06,12,0
저녁에 사씨집 가고 싶다 ㅎㅎㅎ 💖,2019-03-06T12:24:55.000Z,2019,03,06,12,0
나 안부르고 뭐했냐....,2019-03-06T12:24:55.000Z,2019,03,06,12,0
돼지니,2019-03-06T12:24:55.000Z,2019,03,06,12,0
오 먹어봐야게써요 감자만두...,2019-03-06T12:24:55.000Z,2019,03,06,12,0
세상부럽,2019-03-06T12:24:55.000Z,2019,03,06,12,0
"쉴드 설정충돌😂 심지어 콜슨 너무 자연스럽게 이미 요원으로 나와버리고,,,",2019-03-21T22:59:05.000Z,2019,03,21,22,1
안녕하세요~ 소통해요 제피드에도 놀러와주세요!,2019-01-15T10:46:06.000Z,2019,01,15,10,0
우와 야밤에 너무 땡기는데요❤️,2019-06-06T14:43:39.000Z,2019,06,06,14,0
불닭볶음면에 만두는 말이 필여없네용👍🏻👍🏻,2019-06-06T14:43:39.000Z,2019,06,06,14,0
이거보자마자 꼬르륵했는데 들으셨어요?🤣🤣😭,2019-06-06T14:43:39.000Z,2019,06,06,14,0
ㅋㅋㅋㅋㅋ아놬ㅋㅋㅋ자꾸귓가에서 맴보는 진쫄쫄쫄..티비만틀면 진쫄쫄쫄해요.. ㅋㅋㅋ🎵🎵😭😭,2019-06-06T14:43:39.000Z,2019,06,06,14,0
하ㅜㅜㅜ쫄면 무엇....ㅠㅠㅠㅠㅠㅠ왜케 거한것만 골라 드시는 건가요 ㅠㅠㅠ침샘 😭😭😭,2019-06-06T14:43:39.000Z,2019,06,06,14,0
쫄면에 만두 최고의 조합이죠!!,2019-06-06T14:43:39.000Z,2019,06,06,14,0
식욕이 확 ~땡겨용♥️♥️ 침이..ㅜ 선팔하구 갈게용~ 🙌,2019-06-06T14:43:39.000Z,2019,06,06,14,0
🙇,2019-06-06T14:43:39.000Z,2019,06,06,14,0
언니 카트터지겠어요ㅋㅋㅋㅋㅋ 😆😆😆😆,2019-06-03T11:43:38.000Z,2019,06,03,11,0
ㅋㅋ 자연드림 댕기게요 언니 ㅋㅋ술만마트에서 사요,2019-06-03T11:43:38.000Z,2019,06,03,11,0
마트가면 끝이 안보여요 다 담아브러 ㅋㅋ근데 자연드림가면 딱 먹을것들만 장보게됨 ㅋㅋ,2019-06-03T11:43:38.000Z,2019,06,03,11,0
봄이 오나 했더니 바로 여름이 와버렸네요~ 낮엔 너무 더워요~ 햇살이 뜨겁네요 ㅎㅎ,2019-05-23T03:32:59.000Z,2019,05,23,03,1
사진이 너무 예뻐요! 소통해요!,2019-05-23T03:32:59.000Z,2019,05,23,03,1
맞춤정장 비슬릭입니다~! 좋은하루되세요^^,2019-04-01T08:02:43.000Z,2019,04,01,08,0
오 야식도 느뀜있게 먹네 👍🤣🤣,2019-05-27T15:09:52.000Z,2019,05,27,15,0
사진작가인줄~,2019-05-27T15:09:52.000Z,2019,05,27,15,0
요런시간이 젤 좋죠 🙌,2019-05-27T15:09:52.000Z,2019,05,27,15,0
어머님 잘드시네,2019-05-27T15:09:52.000Z,2019,05,27,15,0
어머님 우리 언능봐요❤️,2019-05-27T15:09:52.000Z,2019,05,27,15,0
아 이집 맛집이네 ㅋ,2019-04-26T02:58:56.000Z,2019,04,26,02,1
맛점하세요~~ 오늘 날씨가춥네요 감기조심요🙌,2019-04-26T02:58:56.000Z,2019,04,26,02,1
꼬르륵꼬르륵!! 아~~~배고퐝,2019-04-26T02:58:56.000Z,2019,04,26,02,1
맛깔나는구만~👍,2019-04-26T02:58:56.000Z,2019,04,26,02,1
아~~ 여기는 날씨도 꾸물꾸물한데 이런날 딱 어울리는 메뉴네요!!!!👍 침넘어 갑니다~😆,2019-04-26T02:58:56.000Z,2019,04,26,02,1
하..땡긴다 ㅋ ㅋ,2019-04-26T02:58:56.000Z,2019,04,26,02,1
오👍👍 나도 오늘 요걸로 해결해아겠어요 ㅎㅎㅎ,2019-06-09T04:11:31.000Z,2019,06,09,04,1
오~~ 비빔면 상추랑 계란 먹었는디ㅋㅋㅋ 담엔 이렇게 도전해보겠어요,2019-06-09T04:11:31.000Z,2019,06,09,04,1
ㅋ 내도 비빔면에 만두였는데..고기아쉽 ㅎ,2019-06-09T04:11:31.000Z,2019,06,09,04,1
즐거운 하루되세요 '-',2019-01-22T04:32:39.000Z,2019,01,22,04,1
함께소통해요~~~^^ ㅡ이쁜만큼 라면맛도맛은있어요?ㅎ,2019-01-22T04:32:39.000Z,2019,01,22,04,1
세상부럽,2018-12-22T14:05:18.000Z,2018,12,22,14,0
미세먼지도 조심하셔야할때입니다,2019-03-06T12:16:06.000Z,2019,03,06,12,0
이거맛잇냐 이마트 가서 사와야겟네,2019-03-04T10:15:21.000Z,2019,03,04,10,0
반가워요,2019-03-04T10:15:21.000Z,2019,03,04,10,0
아고 이뻐라😘😘😘😘😘😘,2019-02-28T06:25:23.000Z,2019,02,28,06,0
헐 귀엽다 딸랑구들...,2019-02-28T06:25:23.000Z,2019,02,28,06,0
😋,2019-01-26T11:05:01.000Z,2019,01,26,11,0
ㄸ......떡볶...이 ㅠㅠㅠㅠㅠ,2019-01-26T11:05:01.000Z,2019,01,26,11,0
결혼하면 다 살찌드라구용 ㅎㅎ인스타로 매일 7O마넌☆제피드도 놀러오세여❁ᴗ͈ ˬ ᴗ͈),2019-01-17T12:23:01.000Z,2019,01,17,12,0
깨소금냄새 솔~솔~ 😌 항상 귀요운부부😍 하나두 살안쪘던데 살 어디있오~~🤔,2019-01-17T12:23:01.000Z,2019,01,17,12,0
잘보고가요,2019-06-11T06:12:41.000Z,2019,06,11,06,0
모든 분들이 건강하시길 기원해요,2019-06-11T06:12:41.000Z,2019,06,11,06,0
제말이요. 그런데 봉투에 써있는 칼로리보고 완전 기절 고깟거 몇개면 하루 절반의 칼로리가...요즘은 슈퍼가도 눈 안마주치게 피해 댕겨요. 흑 넘나 맛난 만두..,2019-06-11T06:12:41.000Z,2019,06,11,06,0
#둥지냉면 #비빔냉면 #비비고만두 #비비고 #한섬만두 #비냉만두 #먹스타그램 #맛스타그램 #먹방 #데일리 #일상 #저녁 #야식 #간식 #천안 #성정동 #신부동,2019-02-21T06:00:45.000Z,2019,02,21,06,0
헐 비냉 맛있겠다으😍😍😍,2019-02-21T06:00:45.000Z,2019,02,21,06,0
soso한 일상 소통해도 될까용?^^ 팔로우 조심스레 남겨보아요^^ㅎ♥새해 복많이 받으세요♡,2019-02-21T06:00:45.000Z,2019,02,21,06,0
님 오늘도 좋은 하루 되세요!,2019-02-21T06:00:45.000Z,2019,02,21,06,0
넘 이뻐요~소통하고 지내고 싶어요!,2019-02-21T06:00:45.000Z,2019,02,21,06,0
캬👍👍야식으로 짱일거가타용ㅎㅎ,2019-02-21T06:00:45.000Z,2019,02,21,06,0
너무 이쁘네용~ 소통해요,2019-02-21T06:00:45.000Z,2019,02,21,06,0
마싯갯다..,2019-01-21T13:27:11.000Z,2019,01,21,13,0
맛있겠다~,2019-01-21T13:27:11.000Z,2019,01,21,13,0
야밤에 보니 미치게꾼🔥😲👍,2019-01-21T13:27:11.000Z,2019,01,21,13,0
안녕하세요~♡ 🙋‍ 항상 행복하길 바래요~♡ 😀,2019-01-21T13:27:11.000Z,2019,01,21,13,0
우와 형 만두 어디서 파는거 같은데요?!?!,2019-01-21T13:27:11.000Z,2019,01,21,13,0
#팔도 #네넴띤 #비비고만두 #좋아요👍🏻,2019-03-14T14:56:54.000Z,2019,03,14,14,0
나도짠~,2019-03-14T14:56:54.000Z,2019,03,14,14,0
아 저 봉다리뭐야뭐야,2019-03-14T14:56:54.000Z,2019,03,14,14,0
멋지네요✌,2019-03-14T14:56:54.000Z,2019,03,14,14,0
제 인스타 한번만 와보세용~👍,2019-03-14T14:56:54.000Z,2019,03,14,14,0
맛은 어때 ㅋㅋㅋ?,2019-03-14T14:56:54.000Z,2019,03,14,14,0
괄도네넴띤.오늘 먹어보게쓰~ ㅋ ㅋ ㅋ ㅋ ㅋ,2019-03-14T14:56:54.000Z,2019,03,14,14,0
맵기 어때?,2019-03-14T14:56:54.000Z,2019,03,14,14,0
유단이 인싸네ㅋㅋㅋ맛이겟구먼ㅋ,2019-03-14T14:56:54.000Z,2019,03,14,14,0
와 나도 어제 삿는데 ㅋㅋㅋㅋㅋㅋ 어땟어,2019-03-14T14:56:54.000Z,2019,03,14,14,0
마니맵냐,2019-03-14T14:56:54.000Z,2019,03,14,14,0
굳이 오빠랑같이ㅋㅋㅋㅋ귀요밍💕,2019-03-15T03:22:12.000Z,2019,03,15,03,1
노브랜드만두도맛나요 ㅎㅎ 불금이시네요 저는 아빠가 저녁에 교회가고 아이들 케어해야하는 금요일~ 금요일이 제일힘들어요😭,2019-03-15T03:22:12.000Z,2019,03,15,03,1
오널 자유부인이신고에용~~,2019-03-15T03:22:12.000Z,2019,03,15,03,1
어머. 어머. 어머머! 불금보내러 나가시는구나!!!! ❤️,2019-03-15T03:22:12.000Z,2019,03,15,03,1
즐건주말되셔용~~ 저도 오늘 불금 약속있는데..남편이갑자기 출장가서  본의아니게  집콕하게됐어용1,2019-03-15T03:22:12.000Z,2019,03,15,03,1
인스타그램 전문 제이엠마케팅 입니다. 인스타를 통한 매출증진으로 고민이시라면 언제든지 방문해주세요~,2019-03-15T03:22:12.000Z,2019,03,15,03,1
오늘 자부시군요😄즐기고 오셔요🤭,2019-03-15T03:22:12.000Z,2019,03,15,03,1
만두...꿀꺽😍 아프지말자 아가들♥️,2019-03-15T03:22:12.000Z,2019,03,15,03,1
안녕하세요 ! 짱구아빠중고차 최정진 입니다. 페이지내에 고객님들과 함께한 소중한 후기들이 있습니다. 중고차 시세나 궁금한점 있으시면 언제든지 문의주세요 ! 감사합니다.,2019-03-15T03:22:12.000Z,2019,03,15,03,1
우왕~~자유부인😍 잼나게 힐링하고 오셔유👍,2019-03-15T03:22:12.000Z,2019,03,15,03,1
앙😍😍자부 잘하시고 오신거예요??너무좋져~~애들 없이💙,2019-03-15T03:22:12.000Z,2019,03,15,03,1
우왕 만두는 역시 저렇게 찜기에 바로 올려서 먹어야😍👍🏻,2019-03-15T03:22:12.000Z,2019,03,15,03,1
대한민국 NO.1 반영구 전문 비앤미 입니다. 반영구에 관심있으시면 제 페이지에도 구경오세요 ^^*,2019-02-24T04:14:21.000Z,2019,02,24,04,1
구경잘하고갑니다^^,2019-02-24T04:14:21.000Z,2019,02,24,04,1
소통해요~ :),2019-02-24T04:14:21.000Z,2019,02,24,04,1
🐳,2019-03-13T12:34:03.000Z,2019,03,13,12,0
배달안되닝호떡출처좀 알려쥬ㅓㅓㅓ 🙏🏻ㅋㅋㅋㅋ,2019-03-13T12:34:03.000Z,2019,03,13,12,0
😭😭만듀,2019-03-13T12:34:03.000Z,2019,03,13,12,0
피드 구경 왓어요 ㅎ 인친해요 ~ : ),2019-04-23T09:03:51.000Z,2019,04,23,09,0
좋아요👍👍👍👍👍,2019-04-23T09:03:51.000Z,2019,04,23,09,0
맛있겠어요,2019-04-23T09:03:51.000Z,2019,04,23,09,0
태그타고 구경왔어요~,2019-04-23T09:03:51.000Z,2019,04,23,09,0
맛저하셔요~😁,2019-04-23T09:03:51.000Z,2019,04,23,09,0
앗~저도 오늘 점심에 만두국먹었어요ㅎㅎ 비비고맛있쥬^^,2019-04-23T09:03:51.000Z,2019,04,23,09,0
비비고 만두가 속이 알차죠 ^^,2019-04-23T09:03:51.000Z,2019,04,23,09,0
만둣국안먹은지오래됐네용 지금 이순간 간절간절ㅋㅋ?ㅋ,2019-04-23T09:03:51.000Z,2019,04,23,09,0
고명까지👍,2019-04-23T09:03:51.000Z,2019,04,23,09,0
오늘 잘 먹네 ㅋㅋㅋㅋ,2019-01-14T14:20:55.000Z,2019,01,14,14,0
언제갈까 ㅋㅋㅋ,2019-01-14T14:20:55.000Z,2019,01,14,14,0
둘이서 저거뿐 안먹엉????🤔,2019-01-14T14:20:55.000Z,2019,01,14,14,0
아대박👍 피곤하셧나부다 ㅋㅋ 육퇴후 저두 한잔 생각나는 밤이네용 아직 수유중이라 더 간절하다능..ㅠ 자주 놀러올께요 인친걸구가용~~😁,2018-12-23T13:58:03.000Z,2018,12,23,13,0
좋은하루되세용~ 💕,2018-12-23T13:58:03.000Z,2018,12,23,13,0
캬햨ㅋㅋㅋ 생라면에 맥주먹고잇는 제가 짠하게느껴지는😅 너무맛잇겟어용~😍😍,2018-12-23T13:58:03.000Z,2018,12,23,13,0
오늘도 파이팅하시고 건강챙기세요~,2018-12-23T13:58:03.000Z,2018,12,23,13,0
안녕하세요~아들둘맘이에요~맞팔소통어떠세요?,2018-12-23T13:58:03.000Z,2018,12,23,13,0
달려갈뻔,2018-12-23T13:58:03.000Z,2018,12,23,13,0
안녕하세요 선팔하고 갑니다 맞팔해요 ~~~^^,2018-12-23T13:58:03.000Z,2018,12,23,13,0
안뇽하세용 ㅎㅎㅎㅎㅎㅎ소통하구지낼수있을까요 🙄🙄🙄???💕,2018-12-23T13:58:03.000Z,2018,12,23,13,0
오늘 두부 사러 가야겠네요ㅎㅎ,2019-05-10T00:27:38.000Z,2019,05,10,00,1
우리 다음엔 전 좀 지집시닼ㅋㅋㅋㅋㅋㅋㅋㅋ,2019-05-10T00:27:38.000Z,2019,05,10,00,1
@s0_yoon  역시 술은 낮술이여👍👍👍,2019-05-10T00:27:38.000Z,2019,05,10,00,1
앗 갑자기 배에서 꼬로록을... ㅎㅎ,2019-05-10T00:27:38.000Z,2019,05,10,00,1
아 저도 두부김치 참.. 좋아하는뎅... 진짜 엄청 맛나보이네요 ㅎㅎㅎㅎㅎ,2019-05-10T00:27:38.000Z,2019,05,10,00,1
군침 도네용😂,2019-05-10T00:27:38.000Z,2019,05,10,00,1
홀 알밤막걸리 맛있둉👏,2019-05-10T00:27:38.000Z,2019,05,10,00,1
왓!정말부러워요!맛나게드세요!,2019-05-10T00:27:38.000Z,2019,05,10,00,1
해시태그타고 구경다니다가 피드예쁘게 꾸며놓으셔서 시간가는줄 모르고 한참동안 구경했어요👀 예쁜사진들 자주 보고싶어서 먼저 선팔하고가요♥,2019-05-10T00:27:38.000Z,2019,05,10,00,1
낮술이 역시 최고 ㅋ 낮술하렵니다,2019-05-10T00:27:38.000Z,2019,05,10,00,1
저지금 입맛다니면서 침꿀꺽했어요 두부김치 진짜 먹고싶다 ㅠㅠ,2019-05-10T00:27:38.000Z,2019,05,10,00,1
하쿠나마타타- 원하는대로 이루어져라 얍⭐,2019-05-10T00:27:38.000Z,2019,05,10,00,1
와...완전 맛있겠당...🤤,2018-12-22T04:55:23.000Z,2018,12,22,04,1
너무 맛있겠어요😘😋,2018-12-22T04:55:23.000Z,2018,12,22,04,1
라면에 넣는 클라스~👍,2018-12-22T04:55:23.000Z,2018,12,22,04,1
저도 총알오징어 장바구니 넣어두고 이거 계속 유심히 보고 있었는데 말이예요🤭  저 또 시킬지도 몰라요🤣,2018-12-22T04:55:23.000Z,2018,12,22,04,1
이밤에… 😰,2019-05-13T13:58:01.000Z,2019,05,13,13,0
아.... 먹고싶....🤧,2019-05-13T13:58:01.000Z,2019,05,13,13,0
비비고 감자만두 쫀득쫀득하고 맛있죠ㅎㅎ 선팔하구갑니다🐷,2019-05-14T14:41:48.000Z,2019,05,14,14,0
구경하고갑니다^^소통하며지내요ㅋㅋ선팔할께요제껏도와서구경하시고맞팔해용😊,2019-05-14T14:41:48.000Z,2019,05,14,14,0
만두가 꽃모야이에요??넘귀엽네요,2019-05-14T14:41:48.000Z,2019,05,14,14,0
잘봤습니다!!!,2019-05-25T04:31:29.000Z,2019,05,25,04,1
맞팔왔어요🏃🏻‍♀️💨 친하게 지내요♥️,2019-04-18T10:32:58.000Z,2019,04,18,10,0
오아ㅜㅜㅠㅠ만듀,2019-04-18T10:32:58.000Z,2019,04,18,10,0
구경 잘 하고 갑니다^^,2019-03-21T11:19:52.000Z,2019,03,21,11,0
어 저랑 찌찌뽕이네요👍  심지어 아들은 만두밥먹였어요 역시만두는 비비고죠👍👍,2019-03-21T11:19:52.000Z,2019,03,21,11,0
만두는 비비고 만두죠 😊 넘 맛나요,2019-03-21T11:19:52.000Z,2019,03,21,11,0
전아들만 둘이에요 소통해요,2019-03-21T11:19:52.000Z,2019,03,21,11,0
저 왔어요 벌써 #금요일 이네요 주말이 있어서 #행복 하답니닷 ^^ 식사 맛있게 하셨어요? 금요일 오후두 홧팅😆 있다가 또 와두되죵?^^♡♡,2019-03-21T11:19:52.000Z,2019,03,21,11,0
찐만두 너무맛잇겟네요❤️,2019-03-21T11:19:52.000Z,2019,03,21,11,0
진짜...아들 먹는거보믄  내가 다 배부르다😂,2019-01-14T11:17:43.000Z,2019,01,14,11,0
잘묵은께 이쁘다♡,2019-01-14T11:17:43.000Z,2019,01,14,11,0
울애들은 먹을때마다 폭팔하게 만든께😂,2019-01-14T11:17:43.000Z,2019,01,14,11,0
#먹방 우빈이쵝오👍👍 비비고협찬받아야쓰거따잉🤩,2019-01-14T11:17:43.000Z,2019,01,14,11,0
야무지게 잘먹네요😁 보기좋아요💕,2019-01-14T11:17:43.000Z,2019,01,14,11,0
급 만두가 땡기넹 ㅋㅋ,2019-01-14T11:17:43.000Z,2019,01,14,11,0
엄~청 복스럽게 먹네요☺️☺️💕,2019-01-14T11:17:43.000Z,2019,01,14,11,0
으하하 언니 비주얼도 👍👍,2019-04-21T12:11:11.000Z,2019,04,21,12,0
문정동 큰길떡볶이 먹으러 가야겠숨니다,2019-04-21T12:11:11.000Z,2019,04,21,12,0
초대해주세여 언닝🤩🤩,2019-04-21T12:11:11.000Z,2019,04,21,12,0
헐 !!! 이 피드를 이제 보다니.... 언니 여기가 그 문정동 떡볶이집인가여...,2019-04-21T12:11:11.000Z,2019,04,21,12,0
잘 보고가요!,2019-04-24T22:28:58.000Z,2019,04,24,22,1
#불토가뭐죠? #주말 #맥주 #필라이트 #육퇴후한잔 #육퇴 #생후322일 #비비고만두,2019-01-12T12:13:15.000Z,2019,01,12,12,0
