본문,시간,년,월,일,시,d
눈녹는 오후❄️ ..,2018-12-12T05:59:55.000Z,2018,12,12,05,0
"❤️190407❤️...일요일 저녁, 처음으로 밥 사진을 찍기로 했다. 반찬을 깔끔하게 담아봤는데 설거지 늘어나서 다시는 안할예정",2019-04-10T04:38:32.000Z,2019,04,10,04,1
집에서 맥주한잔^^,2019-02-10T12:59:59.000Z,2019,02,10,12,0
아침부터 땡김. 🍲,2019-02-23T02:17:14.000Z,2019,02,23,02,1
쉬는날이니까 ㅎ ,2019-04-20T13:45:44.000Z,2019,04,20,13,0
어제먹은 내 저녁 또먹고싶다ㅋㅋㅋ배고파,2019-02-10T13:25:34.000Z,2019,02,10,13,0
만두와 김치....,2018-12-30T09:05:06.000Z,2018,12,30,09,0
,2018-12-29T00:35:44.000Z,2018,12,29,00,1
환상의조합 매운떡볶이에 비비고왕만두성주딸내미 돌잔치 스냅사진 ㄷㄷ 얼굴이 빵떡이댜리😤🐷👊,2019-04-04T02:19:55.000Z,2019,04,04,02,1
오늘 에어프라이어로 해먹은 것들😀진짜 에어프라이어에 튀긴 만두가 진리였다...👏위에는 바삭하고 아래는 촉촉하고❤❤...,2019-01-23T12:36:46.000Z,2019,01,23,12,0
,2019-05-20T02:02:54.000Z,2019,05,20,02,1
승희와 만들어먹는 ,2019-03-07T13:36:23.000Z,2019,03,07,13,0
비비고만두 + 삼성카드 할인 ㅋㅋㅋ만두킬러인 저로서는 놓칠 수가 없죠 ㅎㅎ만두로 저녁먹고 후식은 한라봉...오늘도 소확행~~~ ,2019-01-28T10:16:47.000Z,2019,01,28,10,0
2019.03.23 막걸리가 너무 먹고싶어서... ,2019-03-23T13:05:59.000Z,2019,03,23,13,0
,2018-12-14T01:56:29.000Z,2018,12,14,01,1
.비내리는 금요일.반바지에 슬리퍼에 우산쓰고 쫄래쫄래 나와서 🍻🍻마무리는 떡볶기장인의비비고만두떡볶기 꿀맛🍯🍯..조용한 울집앞에 펍이생겨 죠으당💕,2019-06-14T22:30:33.000Z,2019,06,14,22,1
,2019-01-27T06:07:17.000Z,2019,01,27,06,0
.올 점심은 볶음밥에 만두''...며칠전에 담아낳는 양파장아찌는 암도 안 묵는다..안 묵는 반찬들은또 내차지~~~~ㅠ....맛만 좋구만~~~~~~..,2019-05-18T03:43:42.000Z,2019,05,18,03,1
,2019-01-09T13:28:49.000Z,2019,01,09,13,0
,2019-02-02T20:44:08.000Z,2019,02,02,20,1
진짜 믿고 먹는 비비고👩🏻‍🍳❣️한섬만두&버섯칼국수 진짜 대에에에박🥰🥰🥰🥰🥰....,2019-01-29T08:45:01.000Z,2019,01,29,08,0
만두!!퇴근후 먹는만두는 정말 꿀맛이에요 ㅎㅎ 요즘기분안좋은날이없는거 같아요~ 일하는것도 너무너무재밋고 하루하루가 술술 잘 풀리는거 같네요👍🏻🥰👍🏻,2019-03-08T10:46:31.000Z,2019,03,08,10,0
...ㅠ.ㅠ낼출근하기시렁,2019-03-01T09:34:12.000Z,2019,03,01,09,0
어머님주말엔 집밥을 드셔야 합니다,2019-01-19T03:40:30.000Z,2019,01,19,03,1
☀️설날 아침 신랑이 끌여준 만둣국맛있다,2019-02-05T01:05:14.000Z,2019,02,05,01,1
진~~짜 오랜만에 군만두 ^-^*너무너무 먹고싶을때 만들어서 그런지너무 맛있엉~~ ,2019-03-06T09:25:55.000Z,2019,03,06,09,0
2019.04.10.,2019-04-11T06:32:26.000Z,2019,04,11,06,0
간식으로 만두만두만두만두!..,2019-04-06T14:22:09.000Z,2019,04,06,14,0
,2019-03-16T23:28:55.000Z,2019,03,16,23,1
맥주는 필수옵션!!! 에어프라이어로 가장 쉽고 맛있게 먹을 수 있는 만두만듀~♡ 만두는 비비고가 최고징👍,2019-01-28T04:36:39.000Z,2019,01,28,04,1
오빠가 ,2019-04-23T14:04:12.000Z,2019,04,23,14,0
오늘 점심은 별미요리로 뚝딱🎶...,2019-05-18T06:00:50.000Z,2019,05,18,06,0
👋🏻학원다니며 친해진 동생들 둘이집에 놀러옴 :-),2018-12-16T07:23:06.000Z,2018,12,16,07,0
,2019-03-30T02:34:31.000Z,2019,03,30,02,1
.왕교자를 이제 먹어보다니. 생각보다 더 맛있쟈나🙆🏻‍♀️_,2019-03-23T11:03:06.000Z,2019,03,23,11,0
,2019-05-14T14:55:29.000Z,2019,05,14,14,0
,2019-03-11T06:50:08.000Z,2019,03,11,06,0
감사한 한 끼~~~^^.급 만들어주신 떡 만두 국~.사골 국에 비비고 만두에 쌀 떡~~.남이 해준 밥 너무 좋다~~ 굿~.,2019-06-08T08:37:24.000Z,2019,06,08,08,0
첫끼 ,2019-01-01T05:00:13.000Z,2019,01,01,05,0
술 한방울도 안마시면서 이런거 잘 해먹는 요즘 ,2019-05-11T04:32:45.000Z,2019,05,11,04,1
다이어트 무엇🤨,2019-02-26T14:22:21.000Z,2019,02,26,14,0
"This is something that my bf's parents told me about, and I decided to try it. It's almost like a cleansing for me. Lots of veggies and some sort of protein stuff on the side... yummy and healthy. ",2019-05-03T15:32:38.000Z,2019,05,03,15,0
나가면 덥고 안에있으면 춥고 왔다갔다 지랄맞는구먼!!! 친구가 음식 해준데서 기다리는중 ㅋㅋㅋㅋ ,2019-06-09T08:15:26.000Z,2019,06,09,08,0
,2019-01-03T13:05:21.000Z,2019,01,03,13,0
,2019-05-13T13:42:38.000Z,2019,05,13,13,0
.뜨끈뜨끈 군만두 언제나 맛있쪙~~~😊..,2018-12-14T01:34:54.000Z,2018,12,14,01,1
,2019-04-12T17:39:29.000Z,2019,04,12,17,0
오늘 저녁은 쌀떡볶이♡라면 끓여서 넣고 비비고 만두도 넣고~~맛있음!!!떡볶이 좋아ㅋㅋ,2018-12-21T13:47:26.000Z,2018,12,21,13,0
...........같이사는남자가 준비해주는,2019-01-31T11:12:15.000Z,2019,01,31,11,0
,2018-12-20T06:36:47.000Z,2018,12,20,06,0
어제 비비고 16봉지 살뻔했잖아홈쇼핑 너무 사악해밤 12시에 만두라니ㅠㅠㅠ 라면에 넣은건 반칙이잖아ㅠ진짜 주문할뻔..,2019-04-22T22:57:24.000Z,2019,04,22,22,1
미역초장비빔면에 비비고 한섬만두미역초장비빔면은 초장베이스라 존마탱 내가좋아하는 미역도 많아서 맛남 ㅎㅎㅎㅎㅎ 한섬만두는 매매매매찌기,2019-05-08T01:10:35.000Z,2019,05,08,01,1
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀ ⠀⠀⠀• • • •,2018-12-12T12:18:26.000Z,2018,12,12,12,0
"*▶【ビビゴ】-[bibigo Video] bibigo Mandu Bumper (""비비고 한섬만두, 겉도 속도 잘생긴 만두가 되어라"" feat. 박서준)↳https://youtu.be/h2b9CVB0H4w",2019-01-07T04:23:31.000Z,2019,01,07,04,1
✏️김볶+김만.생각해보니 부산가서 면 위주로만 먹어서 밥이 광장히 땡겼어요 집 오자마자 김치볶음밥해서 뚝딱했어요🙆🏻‍♀️.역시 한국사람은 밥심🤣.,2019-03-03T23:00:18.000Z,2019,03,03,23,1
간단소주한잔,2019-04-17T14:12:22.000Z,2019,04,17,14,0
호빵먹을사람,2019-04-16T11:24:01.000Z,2019,04,16,11,0
💙💙💙💙💙💙푸른빛이 감도는 접시가 음청나게 맘에 드는구나 오빠야가 즐겨 사용하고 있단다야식매니아 태기의 안성맞춤 접시우리 집 선물은ㅎ 접시&컵이 대세네,2019-03-03T07:53:02.000Z,2019,03,03,07,0
비비고만두를 전자렌지에 웰빙튀김기능으로 돌리니 요렇게! 🤩진짜 마싯쯤🤩🤩ㅎㅎ ,2019-05-25T10:13:51.000Z,2019,05,25,10,0
,2019-01-16T12:57:28.000Z,2019,01,16,12,0
,2019-03-14T12:51:50.000Z,2019,03,14,12,0
섭이형네 집에서 게이트 ㅋㅋㅋㅋㅋ,2019-05-15T04:02:31.000Z,2019,05,15,04,1
엄마아빠랑저녁.화요일은 엄마빠 오는 날❤️.,2019-06-11T13:34:14.000Z,2019,06,11,13,0
ㆍ,2019-02-20T14:50:21.000Z,2019,02,20,14,0
비비고맨듀🥟 속이 알차 아주.,2019-01-30T11:03:21.000Z,2019,01,30,11,0
,2019-03-16T04:53:46.000Z,2019,03,16,04,1
- 오늘의야식김치만두 고기만두미니미 아사히♡,2019-05-29T14:13:33.000Z,2019,05,29,14,0
너무나 그리웠던 오늘의 ,2019-06-14T07:39:15.000Z,2019,06,14,07,0
"🙋🏻‍♀️우리집 단골메뉴오늘 늦은퇴근,,,25분만에 준비한 저녁,,큰딸 학원가야해서,손에 모터 달았음ㅋㅋ오뚜기 국물떡볶이에 삼진어묵이랑 삶은계란 넣고 보글보글 완전 간편👍🏻두번째 사진은 어제저녁ㅋㅋ우리아이들은 너무 편식을 ㅜㅜ고기넣고 덮밥해주면 그나마 야채를 먹,,,,조금씩 담은 나물도 다 남기고ㅠㅠ진쫘~~내가 잘못키웠구나 한탄하게됨😭정신없는 하루하루~~운동가야쥐~~🧘🏻‍♀️",2019-02-21T10:30:22.000Z,2019,02,21,10,0
,2019-01-10T07:06:26.000Z,2019,01,10,07,0
,2019-02-11T15:09:01.000Z,2019,02,11,15,0
,2019-03-23T05:12:55.000Z,2019,03,23,05,0
,2019-03-19T11:59:06.000Z,2019,03,19,11,0
..올초에 신청할 활동보조 승인통지서가 오늘왔다..앞으로도 잘해보자.. 낮에 매콤한거 먹고싶어 만들어본 비빔만두..다들 함 만들어서 드셔보세요..간단합니다.주말에 모처럼  혼자외출~~~룰루랄라🎼🎵🎹 버스타고 멀리가보기~~백화점도가고 재래시장도가고..백화점 막 지르러갔는데..👠👕👛💄집에온 난 재래시장 장본거만 잔뜩이네.. ..지갑속 묵혀둔 상품권이 나를 떠나기 싫은가보다~...,2019-01-30T18:19:32.000Z,2019,01,30,18,1
비비고 한섬만두는 정말 쌍따봉이지.매일먹어도 맛있는데내배도 이제 쌍따봉.술배는 무시못하나보다.살이 쪄도 배는 없었는,2019-03-08T04:41:46.000Z,2019,03,08,04,1
,2019-04-12T07:51:10.000Z,2019,04,12,07,0
장봐둔것도없고급하게점심떼우기,2019-06-08T11:18:51.000Z,2019,06,08,11,0
복분자 먹기🐤 담금주의 맛👍 비비고만두 맛있다 ,2019-05-26T10:04:37.000Z,2019,05,26,10,0
,2019-06-09T11:17:18.000Z,2019,06,09,11,0
캣잎가루쇼 (바닥 가루주의).제공:람이...,2019-06-18T12:20:39.000Z,2019,06,18,12,0
우리집아이들은불금을나는 ,2019-04-12T13:50:52.000Z,2019,04,12,13,0
.2019년 1월2일 떡국파뤠~ 떡국파뤠~기대되는 2019년 화이팅!👊5섯명이 저거 다먹은건 비밀..🤫,2019-01-02T13:24:31.000Z,2019,01,02,13,0
만두 파뤼~~,2019-03-31T05:07:23.000Z,2019,03,31,05,0
Park Seo Joon ~ TV advertisement shoot ....@Regran_ed from @ sosoham_cafe - ,2018-12-14T02:27:21.000Z,2018,12,14,02,1
,2019-03-31T18:56:31.000Z,2019,03,31,18,1
18.12.22(토) 오늘의 아침~편의점 음식~💕오늘은 나라자매 병원과~나의 사랑 니 발치...😱😭😅출근한 신랑 대신 언냐가 왔다~~~치과 가기전 매콤 떡볶이 먹고 싶어~ㅋ음~~~괜찮으네~~~ㅋㅋㅋㅋ맛있게~잘 먹었슴당~~~^^,2018-12-22T09:57:26.000Z,2018,12,22,09,0
,2019-05-27T10:25:07.000Z,2019,05,27,10,0
,2019-01-05T12:58:53.000Z,2019,01,05,12,0
,2019-01-16T11:28:23.000Z,2019,01,16,11,0
비빔면이 먹고싶은데 집에 비빔면은 없고비는 오는데 사러 나가기는 싫고ㅋㅋㅋ냉장고 스캔 하고 주방에서 조금 움직였더니완성이다!! ,2019-04-25T06:34:12.000Z,2019,04,25,06,0
휴가 후 첫 요리는 만두 넣은 잔치국수.만두는 비비고👍,2019-01-25T11:33:49.000Z,2019,01,25,11,0
.나 홈쇼핑에 혹 안하는데....티비보다가 만두에 혹...만두 20봉지 ....ㅋㅋㅋ냉동실 빈칸이 만두로 가득😀근데 비비고만두 넘 맛있당!!!👍,2019-01-08T09:26:26.000Z,2019,01,08,09,0
만두장인 민햄😌 행님 잘먹겠슴다!아저씨 군만두 추가요!🙋🏻‍♀️,2019-05-18T04:55:36.000Z,2019,05,18,04,1
야식이 땡기는 밤에 맛짤공격받아라!!ㅋㅋㅋㅋ🍕🥩🍗🍻,2019-04-23T13:49:28.000Z,2019,04,23,13,0
설연휴 마무리는 떡.만두.매운라면빵&빵 덕분에 느끼해진 속을 달래어 봤습니다.물론...라죽도 해먹어 보았습니다.,2019-02-06T10:09:29.000Z,2019,02,06,10,0
비비고 왕교자♥ 오랜만에 에또만 (에어프라이기로 또만두·ᴗ·)비비고 만두 시리즈 다 에어프라이기로 구워봤는데 왕교자가 제일 낫다 👍🏻고냥 종이호일깔고 만두 뙇넣고 코드 뙇 타이머 뙇 끝👏🏻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-01-22T14:30:57.000Z,2019,01,22,14,0
회사 점심시간에물회 연어회 냠냠..,2019-04-17T06:33:17.000Z,2019,04,17,06,0
..,2019-02-14T13:43:06.000Z,2019,02,14,13,0
만두는 역시!!!!,2019-01-25T05:57:46.000Z,2019,01,25,05,0
만두 풀무원 얇은피만두(사실 그냥저냥) 개성왕새우만두(이것도 쏘쏘) 만두의 제왕은 역시 비비고 그냥 먹은 것들 ,2019-04-27T16:31:32.000Z,2019,04,27,16,0
,2018-12-14T13:49:28.000Z,2018,12,14,13,0
,2019-03-09T12:50:34.000Z,2019,03,09,12,0
..비빔만두점점 밥하기 싫어지는데오늘은 뭐 먹지?,2019-05-29T06:16:24.000Z,2019,05,29,06,0
,2019-03-24T13:40:57.000Z,2019,03,24,13,0
가끔은 인스턴트 😘🎶.,2019-02-17T11:11:32.000Z,2019,02,17,11,0
만두국 간맞추기 실패😰소금량 더럽게 못맞춰서처음으로 음식망쳐따..하필 만두국😭...,2019-03-08T02:59:04.000Z,2019,03,08,02,1
⠀⠀⠀⠀⠀⠀⠀⠀카페에서 사진공부 하라고 걸어둔건가..?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ⠀⠀⠀⠀,2019-02-01T11:39:09.000Z,2019,02,01,11,0
,2019-03-24T08:04:20.000Z,2019,03,24,08,0
,2019-06-16T08:44:47.000Z,2019,06,16,08,0
,2019-01-31T03:38:00.000Z,2019,01,31,03,1
비비고 왕교자 🥟🥟🥟🥟🥟이름이 무색하게 왤케 작아졌냐~!!! 어제 새벽 1시에 남편이랑에어프라이어에 8개 구워서군만두로 먹고 아쉬워서전자레인지에 6개 더 돌려서 먹었는데전자레인지에 한 게더 쫄깃하고 부드러운 게넘 맛있었다 👍👍👍👍👍 ,2019-06-06T00:39:11.000Z,2019,06,06,00,1
Ꭰ+𝟿𝟶𝟼 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀내사랑 맨듀우 찐다음 굽기!!🥟아들래미 저녁만들다가 냄비에넣어둔 숟가락이 달궈진줄 모르구집어들다그만 화상.. 물집났당 힝ㅜ.ㅜ그와중에 오늘 두그릇 뚝딱해줘서 고마워൱⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-04-19T12:48:56.000Z,2019,04,19,12,0
에어프라이에 냉동만두ㅋ 진짜 최고다간단하고 맛있고^^ 비비고 한섬만두 완전 맛나게 먹음^^ 허나 맘 한구석은ㅠ요즘 몸관리 넘 안하고 있다. 다시 요이땅 해야하는데ㅠ 아~~ 맘잡기!!!♡ .,2019-02-10T06:04:59.000Z,2019,02,10,06,0
저녁먹고 야식으로 미역초라면 먹었는데골목식당 보면서 만두가....ㅋㅋㅋㅋㅋ야식 2번 먹는 우리부부💑,2019-06-05T14:56:34.000Z,2019,06,05,14,0
,2019-05-03T01:33:22.000Z,2019,05,03,01,1
🥟 ,2019-02-04T20:19:57.000Z,2019,02,04,20,1
"-연이어 초딩오빠👦🏻 유딩언니👧🏻와.전쟁같은 하루하루 보내느라 .인스타는 커녕 핸드폰은 내것이 아니고요🤪ㅋ.육퇴하고 열어보면 얼굴만 대빵만한 사진 983728304개....ㅋㅋㅋㅋㅋㅋㅋㅋㅋ.🙄🙄🙄🙄😀😀😀.오늘은 기필코 밥스타그래머 사진남기리🤪,.비가오니 다시금 뜨끈한게 먹이고 싶어서..사골국물에 ",2019-06-07T03:34:07.000Z,2019,06,07,03,1
"첫줄,만두국by조듀람...라면너무맛있게끓여서 면끊기중인데",2019-05-19T03:08:11.000Z,2019,05,19,03,1
일욜오후 간식~물만두🥟🥟아이셋!물만두도 대량😅😅😅잘먹고 건강하게 잘크면 그만이쥐~♡♡..,2019-03-24T05:48:55.000Z,2019,03,24,05,0
집에 먹을꺼라곤 맨두와 탄산수뿐......나중에 은우 일어나면 빵집 투어 가야지....,2019-02-18T05:59:43.000Z,2019,02,18,05,0
비비고떡국ㅋ,2019-01-13T00:54:14.000Z,2019,01,13,00,1
,2019-06-12T11:41:39.000Z,2019,06,12,11,0
,2019-05-16T13:30:46.000Z,2019,05,16,13,0
.주말 2차이렇게 먹으려고 밤에 꾸역꾸역 편의점 앞에 차를 세웠지😎열무김치비빔국수+군만두.,2019-05-18T10:58:03.000Z,2019,05,18,10,0
현지에서 먹힐까?에서 복군만두 본 것이 생각나서 구어봄 ㅎㅎ,2019-04-28T02:23:52.000Z,2019,04,28,02,1
혼술....🍺테라맛나네🐷,2019-05-07T12:53:54.000Z,2019,05,07,12,0
신김치넣고 비빔국수💕 에프에 굽굽한 ,2019-06-21T00:19:13.000Z,2019,06,21,00,1
,2019-02-26T02:29:24.000Z,2019,02,26,02,1
,2019-03-12T06:00:30.000Z,2019,03,12,06,0
엄청 많다..다 못먹겠다..했는데 다먹음😊괜한 걱정이었다👍,2019-02-24T05:44:01.000Z,2019,02,24,05,0
..이유식만들고 늦은점심은 간단하게~~에어프라이어에 비비고만두🥟🥢.,2018-12-16T05:51:16.000Z,2018,12,16,05,0
1.,2018-12-31T09:18:35.000Z,2018,12,31,09,0
,2019-02-13T09:26:00.000Z,2019,02,13,09,0
,2019-01-31T03:46:55.000Z,2019,01,31,03,1
김치만두_버팔로윙,2019-01-25T13:01:59.000Z,2019,01,25,13,0
,2019-01-22T04:21:26.000Z,2019,01,22,04,1
오늘 흘린 땀보충,2019-06-04T15:01:29.000Z,2019,06,04,15,0
,2019-05-12T14:31:22.000Z,2019,05,12,14,0
-냄쉪이 하사하신 ,2019-01-12T06:08:28.000Z,2019,01,12,06,0
퇴근은2시간반걸여서...밥도못먹고레슨해...와이프가저녁겸야식해줌^^이거먹고,2019-04-25T13:50:40.000Z,2019,04,25,13,0
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀없는걸 있다고 하지말죠 우리-♡⠀⠀⠀⠀⠀⠀⠀⠀⠀준비도없이 첫날부터 홍보시작그런 말도안되는 멘트!!⠀⠀⠀⠀⠀⠀⠀⠀⠀부업준비하면서 밤잠 줄이고내시간없이준비한 저는 바보인가요?⠀⠀⠀⠀⠀⠀⠀⠀⠀저도 돈벌려고 부업시작했지만그런 양심은 지키면서일해야한다고 생각해요⠀⠀⠀⠀⠀⠀⠀⠀⠀아이셋엄마인 저-♡부끄럽지않은 엄마되고파서또다시 도전한일!!⠀⠀⠀⠀⠀⠀⠀⠀⠀우리 제대로 일해서돈버는엄마가 어떤엄마인지아이들에게 남편에게 보여주자구요♡⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀부업으로 바르게 서고싶다면 오픈챗주세요일대일교육/홍보물지원/동영상교육/원격교육모든지 지원해드려요🤗⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2018-12-26T10:09:12.000Z,2018,12,26,10,0
,2018-12-24T13:11:23.000Z,2018,12,24,13,0
,2019-05-26T10:07:26.000Z,2019,05,26,10,0
"♡아이들 등교시키고 라면 한그릇합니다ㅋ만두,소세지추가요~",2019-05-27T01:00:49.000Z,2019,05,27,01,1
,2019-01-11T04:14:20.000Z,2019,01,11,04,1
홈메이드 - 쫄면 & 비비고 만두늦은 오후 저녁밥은 먹었지만무언가가 계속 부족하다~🤨이럴때 새콤하면서도 매콤하면서도 달콤한게땡길 때 우리집 요리사가 만들어주는쫄면&만두🥟시중에 판매하지 않는 시골에서 직접 만든수제고추장에 양념을 해서 첫 맛은 새콤달콤가면 갈수록 매워지는 쫄면에 맛👍끝을 알수 없는 매콤함이 가득한 맛😛거기에 비비고 만두까지 야식에 최고봉만두는 역시 비비고만두가 젤 맛있네!.오늘 야식은 성공👍👍......,2019-04-30T14:48:57.000Z,2019,04,30,14,0
20181214 Repost from @sosoham_cafeAdvertisement shot for Bibigo,2018-12-14T01:39:29.000Z,2018,12,14,01,1
매일매일이 야식그램이러다 돼지될듯🐷..,2019-02-10T10:07:26.000Z,2019,02,10,10,0
오랜만에 휴일🥰혼자만의 시간🤗벌건대낮 혼술🍶,2019-04-01T04:57:23.000Z,2019,04,01,04,1
,2019-05-30T12:41:30.000Z,2019,05,30,12,0
따로 밥상남편은 광어회딸은 저녁패쓰~~😔아들과난 군만두구차니즘과 입맛없음이반찬도 사오게 되다니😔😔😔오이소박이 무우말랭이무침두가지 사왔어요포항죽도시장에서김치종류만 만들어파는 곳인데여기 주인부부 자부심 뿜뿜거의 엄마손맛 김치들인데울집딸은 노노🤚🤚(산초가루넣음)오늘 사온 무우말랭인 아들이 먹어보고 달지 않고조미료맛 안난다고맛나다고 하네요만두와함께 먹으니👍👍👍.....,2019-06-13T11:40:09.000Z,2019,06,13,11,0
"ASMR !!! BIBIGO Dumpling & Rice cake skewerHello guys, It is time to EAT BIBIGO Dumpling and Rice cake skewer!The rice cake skewer called as tteokkochi which is one of the best Korean street food! Enjoy it!Full video👉🏻👉🏻 https://youtu.be/ltjpwnuiHjc",2019-06-04T21:40:48.000Z,2019,06,04,21,1
,2019-02-09T12:35:24.000Z,2019,02,09,12,0
비비고 비비고 비비고 만두~~🖤,2019-01-27T11:54:18.000Z,2019,01,27,11,0
-만만하게 비비고--,2018-12-12T10:53:23.000Z,2018,12,12,10,0
콩불+비비고..,2019-05-16T14:06:03.000Z,2019,05,16,14,0
Makgeolli Party 🥂with Kimchi pancake and dumpling⠀한국이 낳은 막걸리 장인 @manozeyes 형에게 감사드리며 🙏🏻 ⠀⠀,2019-04-06T10:05:26.000Z,2019,04,06,10,0
-아이들에게 엄마표 떡볶이 처음 해준듯매운것도 잘먹네😋😋...,2019-01-05T05:49:09.000Z,2019,01,05,05,0
..진짜 오랜만에 한강 라면🍜이번주도 고생했다👍,2019-04-12T12:58:38.000Z,2019,04,12,12,0
.드디어!!! 정식집들이를하였다고한다👏🏻👏🏻👏🏻집들이전에....이미....만취인멜로디상태에서오신적이있어서새롭진않지만ㅋ_ㅋ그렇게다들몸사린다고소주10병맥주3캔만..드셨네요^^..........이후참치김치찌개+햄계란+과자+타코야끼(퇴근길치킨사오는아빠처럼염씨가나온그것...)또 흡입한 우리들 ..... ^_^...,2018-12-18T09:10:26.000Z,2018,12,18,09,0
냉동요리에 에어프라어 쓰니까 너무 좋네!! 기름 안써도 되고♡♡♡♡ 오늘저녁은 비비고만두:)맛있게냠냠!,2018-12-15T09:04:11.000Z,2018,12,15,09,0
".공복상태로 운동 다녀왔드니너무 허기지는데 밥이없네,포프리 초록색 콩나물 꺼내쫄면과 만두 세트 만들어먹는데행복하구만,😍.포프리 노란 콩나물 시켜먹는데왜 초록 콩나물이 왔는지 아시는분?아예 바뀐건지?맛보라고 한번 넣어준건지?맛은 괜찮은듯한데아들래미가 새로운 야채인줄알고안먹을듯ㅋ..",2019-03-20T03:51:26.000Z,2019,03,20,03,1
D-2 맞나요?... 짜파게티 4봉지와 만두&떡갈비우리는 피부로 승부할꺼야~~~~💏...,2019-03-14T14:08:26.000Z,2019,03,14,14,0
ㆍ새해 첫 끼니가 인스턴트ㅍㅎㅎ 떡국은 온가족이 저녁에,2019-01-01T04:17:26.000Z,2019,01,01,04,1
,2019-03-30T11:18:44.000Z,2019,03,30,11,0
선물 받은 에어프라이어😛만두 구워먹는 재미 쏠쏠,2019-01-15T12:40:58.000Z,2019,01,15,12,0
...식사를 합시다🍚🥘..,2018-12-27T00:05:48.000Z,2018,12,27,00,1
분위기 지리는 수갱라멘집으로 오이소?-,2018-12-27T02:09:47.000Z,2018,12,27,02,1
따끈한 만둣국~,2019-05-12T09:45:07.000Z,2019,05,12,09,0
우리집으로 밥 묵으러왕....,2019-01-29T13:01:41.000Z,2019,01,29,13,0
,2019-04-19T08:32:43.000Z,2019,04,19,08,0
,2019-01-15T08:35:50.000Z,2019,01,15,08,0
아침부터  떡볶이ㅋㅋ엄마들사이에서 평이좋길래 구입한떡볶이공장 쫄볶이 넘나맛난것ㅋ,2019-03-08T00:55:10.000Z,2019,03,08,00,1
에어프라이어 만두 두가지를 돌려 먹었는데 비비고 만두가 맛있네,2019-01-06T20:26:45.000Z,2019,01,06,20,1
"비비고만두덕후,,,,,🥟 x15",2019-03-28T11:05:48.000Z,2019,03,28,11,0
매일 매일 식사당번 저요...!열일 ,2018-12-16T09:02:58.000Z,2018,12,16,09,0
,2019-04-14T13:37:50.000Z,2019,04,14,13,0
밥먹기싫어서 오늘은 만두닷~역시 비비고쥐~~ ,2019-06-20T07:08:56.000Z,2019,06,20,07,0
감자만두 넣은 매생이국아점으로는 이런게 젤좋지...,2019-03-22T05:16:45.000Z,2019,03,22,05,0
휴무 늦잠 낮잠 운동 후 만두와 비빔면,2019-05-10T16:15:59.000Z,2019,05,10,16,0
오늘저녁은 후다닥 떡만두국!가족과 함께 식사🍲맛있돠!..,2019-01-08T11:14:40.000Z,2019,01,08,11,0
오늘도 동네주민들 모임~ 김치전도 만들어 오고 집에서 음식도 하고해서 또 모인.. 처음은 밥 먹자고 모인모임이 또 술 모임으로~ 오늘도 깔루아 200ml를 혼자 다 마심 ㅋㅋ 앱솔루트로 만든 스큐르드라이버 또 2잔마심~ 머리가 넘 아픔... ......,2019-01-12T14:50:50.000Z,2019,01,12,14,0
,2018-10-29T04:57:19.000Z,2018,10,29,04,1
-구몬 책상 잠시만 빌려줄래?🤣..,2019-06-07T13:26:29.000Z,2019,06,07,13,0
간만에 ,2019-06-05T00:49:54.000Z,2019,06,05,00,1
