본문,시간,년,월,일,시,d
오늘의 간식은 노릇노릇 꾼만두 🥟 맹듀맹두..,2019-05-16T04:01:55.000Z,2019,05,16,04,1
늦은밤 몰래 먹는 야식 하이트&왕교자 ,2019-03-16T11:34:10.000Z,2019,03,16,11,0
,2019-02-26T11:53:21.000Z,2019,02,26,11,0
오랜만에 코스트코 쇼핑🛒❣️---,2019-02-22T10:52:51.000Z,2019,02,22,10,0
190414 일요일 ,2019-04-14T05:52:23.000Z,2019,04,14,05,0
:D,2019-06-06T13:11:05.000Z,2019,06,06,13,0
내일도 휴일! 이지만 이거 먹고 일하고 내일도 집에서 일... 그래도 내일은 마이쥬와 영화 볼겨!...,2019-05-05T14:32:58.000Z,2019,05,05,14,0
190219나름 소식 할꺼라고 만두 4개만 구웠는데이 마저도 한개 뺏어먹는 윤이너 고기랑 밥먹었자나😒다욧 할꺼라면서 자연스레 콜라 꺼내는 나를 보니이번생은 아닌가보다😂....,2019-02-19T11:15:37.000Z,2019,02,19,11,0
,2019-04-21T12:59:41.000Z,2019,04,21,12,0
,2019-03-31T04:21:29.000Z,2019,03,31,04,1
플레이팅 따위 ㅋㅋㅋ댄무지랑 비비고 조합이란 ❤️❤️오늘도 운동하다 토나을듯 ㅋㅋㅋ몰라 우선 먹고 ㅋㅋ..,2019-05-22T09:06:55.000Z,2019,05,22,09,0
,2019-03-16T04:58:59.000Z,2019,03,16,04,1
,2019-01-03T04:45:21.000Z,2019,01,03,04,1
놓치면 후회하는 상무점장 추천대박 할인 행사,2019-05-16T04:57:52.000Z,2019,05,16,04,1
"래산구에 갔다가, 쟈스코가 있어서 구경.생각보다 작았지만, 마트가 엄청 맘에 든다.그렇지만,,, 개발구 쟈스코보단 못하다ㅠㅠㅠ그래도, 덕분에 몇달만에 비비고 왕교자도 사고,내가 엄청 좋아하는 중국브랜드 우유도 샀다.저건 비싸서인지, 우리 동네엔 안팔아 ㅠㅠㅠ마트가 작지만 가격도 적당하고~좋으네~^^가끔 버스타고 마실 가야겠다! _",2019-06-11T12:02:52.000Z,2019,06,11,12,0
난다이어트식 남편은 국숫집🍜...,2019-04-22T10:20:39.000Z,2019,04,22,10,0
이래서 신혼이 살찐다는거구나..😑.,2019-02-10T15:48:38.000Z,2019,02,10,15,0
이거 구할려고 벼르고 벼르다가 7개남은거 중에 부모님꺼랑  겨우 2개 샀는데 줄서서 사는 이유를 모르겠지만 가성비는 좋은데 단점이 매일 안주거리가 만들어 진다는거... ^^;; 갈수록 냉동식품만 쌓이고 ㅠㅠ,2018-12-12T14:07:44.000Z,2018,12,12,14,0
,2019-06-06T10:28:19.000Z,2019,06,06,10,0
,2019-05-31T03:36:48.000Z,2019,05,31,03,1
요즘 ,2019-02-15T05:46:23.000Z,2019,02,15,05,0
,2018-12-22T09:38:27.000Z,2018,12,22,09,0
비비고 빌런,2019-03-12T14:40:36.000Z,2019,03,12,14,0
,2019-01-03T11:22:23.000Z,2019,01,03,11,0
,2019-06-23T11:39:29.000Z,2019,06,23,11,0
,2019-06-10T03:03:54.000Z,2019,06,10,03,1
진짜 간만에 집에서휴식맥주 와..👏👏👏🍻 ,2019-05-25T02:52:24.000Z,2019,05,25,02,1
쿰척쿰척🤣 야구보고싶었는데.. ,2019-03-24T11:59:31.000Z,2019,03,24,11,0
".스캐 본방사수 준비완료👌🏻교촌콤보🍗 , 에프로 돌린 감튀랑🍟 비비고만두까지🥟최고의 조합😖❤️💕..........",2019-01-26T14:36:26.000Z,2019,01,26,14,0
2/21 하유니 저녁 식단,2019-02-21T11:08:05.000Z,2019,02,21,11,0
,2019-04-22T06:12:18.000Z,2019,04,22,06,0
너와 매일 무엇이든 같이한다는건 감사한💕두가지를 열심히 만들어 놓고나니 이렇게 테이블세팅도 해주셔서 마주보고 같이 맛나게 먹었습니다^^,2019-05-04T00:34:28.000Z,2019,05,04,00,1
,2019-01-19T03:02:49.000Z,2019,01,19,03,1
오늘 ,2019-03-28T10:20:17.000Z,2019,03,28,10,0
돼지로 가는 지름길 🐽⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-03-08T01:48:44.000Z,2019,03,08,01,1
,2019-02-01T06:30:47.000Z,2019,02,01,06,0
더넌은 나중ㅇ에 꼭 성공기원🙇요리실력 멋겸,2019-04-19T01:49:29.000Z,2019,04,19,01,1
,2019-05-16T22:27:36.000Z,2019,05,16,22,1
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀오랜만에 먹으니까 너무 맛있다 ෆ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-04-29T11:08:06.000Z,2019,04,29,11,0
,2019-04-03T15:42:10.000Z,2019,04,03,15,0
저녁✨,2019-06-03T12:42:36.000Z,2019,06,03,12,0
오늘 저녁은 부대찌개😄인덕션에 보글보글 끓이면서 먹으니까부대찌개집 안가도될듯👍.,2019-04-08T14:00:42.000Z,2019,04,08,14,0
1.25..금요일^^ ,2019-01-25T06:28:44.000Z,2019,01,25,06,0
냠냠만두는역시비비고지요...,2018-12-28T05:14:22.000Z,2018,12,28,05,0
일주일만에한캔땄어요~애들이랑떡볶이랑비비고만두로저녁때우려구요냉동실에조금넣었다가먹으니까완전시원하니맛나그만요,2019-03-19T09:14:58.000Z,2019,03,19,09,0
190328 오늘 ,2019-03-28T10:47:25.000Z,2019,03,28,10,0
어제 저녁메뉴.계란넣은 신라면에 비비고왕교자만두.매번 메뉴 통일안되는 울 남매어제녁은 왠일루 둘다 라면을 먹고싶대서만두 꾸어서 라면에 먹었어용 ㅎㅎ원래 개성만두만 사먹었었는데너무커서 잘라먹기가 힘들더라구용친구네 가서 비비고 왕교자 맛보고나서는갈아탔네유 ㅎㅎㅎ만두국을 끓여도 꾸워도 맛있더라구용 피가 쫀득쫀득하니ㅎㅎ울 딸내미는 이제 신라면이어두 계란하나넣으면 덜매우니 잘먹네용언능커서 엄마랑 매운것두 먹고 커피도 마시고 돌아다니자 이빨빠진 내친구 뽀0이♥♥ㅋㅋ,2019-06-15T03:53:22.000Z,2019,06,15,03,1
한국 다녀 오신 배목사님의 깜짝 선물.일용할 양식 감사합니다~,2019-04-16T14:23:10.000Z,2019,04,16,14,0
아뜨아뜨~입안에 다 까졌네 😢배가 고파서 그만 아 맛있네 먹어도 출출하네,2019-05-10T08:05:26.000Z,2019,05,10,08,0
묘르신들 밥챙겨주고 집정리후불금 즐기기 🤗한주동안 고생했어 ...,2019-02-22T11:52:38.000Z,2019,02,22,11,0
"사려던 소고기는 못사고 고기빼고도 20만원이 넘다니,,😂트레이더스는 정말 가끔와야겠어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ장바구니 들고왔는데 택도없어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2019-06-12T12:29:07.000Z,2019,06,12,12,0
역시 비비고 만두는 짱이야👍....,2018-12-29T01:00:33.000Z,2018,12,29,01,1
.겨울 간식은 뭐니뭐니해도 ,2018-12-17T03:11:51.000Z,2018,12,17,03,1
. .,2019-01-16T10:58:31.000Z,2019,01,16,10,0
어쩌다보니 만두전골을 만들고있는 나🙋,2019-01-24T12:40:27.000Z,2019,01,24,12,0
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-01-12T05:35:27.000Z,2019,01,12,05,0
오늘의 이팅사운드는 비비고 왕교자 군만두에요FOOD NAME : Fried DumplingsFull video on YouTube Link bio👍.,2019-05-22T13:51:50.000Z,2019,05,22,13,0
,2019-03-20T13:33:17.000Z,2019,03,20,13,0
신랑이 차려준 야식&술상도시어부 보면서 냠냠🐷신랑은 피자호빵까지🙊🙊🙊..,2019-01-10T15:25:51.000Z,2019,01,10,15,0
,2019-05-11T06:18:36.000Z,2019,05,11,06,0
방금 택배 도착~~~👍비비고 만두 1.05×3봉지=14270원택배비 3000원 빼면 11270원에 3봉지~~싸다~~싸~~👍🤤당분간은 올드보이다~~~🤣🤣🤣🤣🤣,2019-03-04T01:29:47.000Z,2019,03,04,01,1
오늘의 아침,2019-06-11T01:23:47.000Z,2019,06,11,01,1
🥇믿고 보는 까비언니🥇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀주말에도 수익팡팡돈 필요해서 80만원출금신청했어요:)⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀오후7시면 칼입금⏰<3.3% 세금 공제후 입금>평범한 주부가 핸드폰 하나로이렇게 매일 돈벌고있어요⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀돈버는 재미 아주 쏠쏠하쥬매일 돈 벌면서 안믿겨요🙊신용카드는 빠이👋🏻현금만 쓸래요🤣⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀부업이 궁금하신분들편하게 오픈쳇주세요:)⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-05-11T17:48:48.000Z,2019,05,11,17,0
만두귀신😋,2019-02-22T00:24:46.000Z,2019,02,22,00,1
많이 컸다 나인이 시윤이😁놀다가 하품을 몇번 했었는데나라고 그려준 그림에 하품하고있음🤣수영이도 봤으면 좋았을텐데😥곧 나올 새싹아! 삼촌이 재밌게 놀아줄게 곧 만나자~! 체력보충은 만두🥟🥟🥟🥟🥟 ,2019-02-03T15:48:41.000Z,2019,02,03,15,0
낮엔 내가 저녁엔 오빠가 약속 크로스...먹을까 말까 고민했던 저녁은 만두(많이) 그리고 필스너우르켈🍺...,2019-02-09T11:38:16.000Z,2019,02,09,11,0
,2018-12-20T06:39:09.000Z,2018,12,20,06,0
,2019-06-02T12:19:20.000Z,2019,06,02,12,0
.살다가 배가고파서손이 떨려본게 얼마만인지.. 너무 배고파서 만두를 구웠는데계속 배가고픈거에여ㅠ그래서 맥주 한잔 들이키기ㅠ구래도 배고파서 잠깐 멍했어요내 배는 왜이럴까내 몸뚱아리 밥 좀 그만 찾아라,2019-05-15T03:07:15.000Z,2019,05,15,03,1
꼬치어묵국수양념장넣어 무말랭이랑 후루룩~비비고왕교자 튀김만두맛있어요!..,2019-04-03T08:32:17.000Z,2019,04,03,08,0
,2019-02-06T10:09:02.000Z,2019,02,06,10,0
:오랜만에 ,2019-06-23T09:40:05.000Z,2019,06,23,09,0
엄마 오늘 늦잠자고 싶었는데..🤣눈치 빠른 녀석들 어린이집 안가는날이면 배고프다고노래 불러서 강제로 일어남ㅠㅠㅋㅋ😅😅밥하기 귀찮아서 둥이가 좋아하는만두국으로 퉁ㅋㅋㅋㅋ🥄🍴노른자는 살려두기 계란노른자는 인당 하나쓱ㅋㅋ🥚🥚순삭하는 둥이들!!,2019-05-01T00:45:28.000Z,2019,05,01,00,1
CJ 비비고 왕교자& 농심 볶음너구리 ,2019-01-27T09:48:00.000Z,2019,01,27,09,0
,2019-01-10T09:07:37.000Z,2019,01,10,09,0
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀김치볶음밥쓰⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-02-23T08:14:36.000Z,2019,02,23,08,0
오늘만 버티면..!!휴일엔 집에서 푹 쉬어야지.. 과연..🤦🏽‍♀️..,2019-06-04T23:49:18.000Z,2019,06,04,23,1
에프 그동안 왜 안쓴거지? ,2019-04-14T14:35:37.000Z,2019,04,14,14,0
🍴 혀니의 다이어트 식단 🍴2019.04.29.월 17:30 <60일차>.,2019-04-29T08:30:46.000Z,2019,04,29,08,0
저녁 달걀이랑 라온요거트 먹는다고 깝쳐서 미안해요...진짜 제가 깝쳤어유....😇이 시간 남편땜에 야식에 무너져버렸어유...의지박약한 나 너무 시르다😭무너진김에 맛있는거 추천해볼까요?!풀무원에서 나온 ,2019-06-02T15:27:44.000Z,2019,06,02,15,0
🔹️,2019-02-28T04:43:09.000Z,2019,02,28,04,1
,2019-01-21T11:59:26.000Z,2019,01,21,11,0
떡볶이 사랑♡마지막 남은 석관동..,2019-05-28T03:45:40.000Z,2019,05,28,03,1
.--오늘도 우리는 짠짠 🍻지인짜 오랜만에 군만두 해서 아빠랑 야식👏특별할것 없지만이런게 바로 ,2019-02-06T14:53:09.000Z,2019,02,06,14,0
2019.01.01 화요일 ,2019-01-01T04:48:04.000Z,2019,01,01,04,1
그동안 너무 먹고싶었다.. ,2019-04-24T12:33:23.000Z,2019,04,24,12,0
,2019-04-17T10:50:27.000Z,2019,04,17,10,0
,2019-01-07T05:06:35.000Z,2019,01,07,05,0
,2018-12-27T11:39:34.000Z,2018,12,27,11,0
저녁후 또 간식♡,2019-06-05T11:31:32.000Z,2019,06,05,11,0
,2019-05-11T12:38:24.000Z,2019,05,11,12,0
,2019-01-01T20:09:53.000Z,2019,01,01,20,1
,2019-05-12T07:39:12.000Z,2019,05,12,07,0
집들이 준비 중!컴컴컴!! ,2018-12-21T09:47:16.000Z,2018,12,21,09,0
블랙신라면♡비비고왕교자 최강궁합!결국.. 어젯밤 참지못하고  묵어버렸던 야식!후회는 읎음이야~~~~ 아오 마싯떠따♡,2019-01-23T22:31:06.000Z,2019,01,23,22,1
비비고 사골곰탕으로만두국 끓여먹기!진짜 짱맛난다 ㅋㅋㅋㅋ-,2019-01-09T10:03:04.000Z,2019,01,09,10,0
.모냥만 내본 ,2019-03-22T08:27:02.000Z,2019,03,22,08,0
,2019-01-25T04:08:02.000Z,2019,01,25,04,1
,2019-01-06T13:09:01.000Z,2019,01,06,13,0
오늘은  내가 요리사 놀이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ만두국  햄계란김밥  뚝딱뚝딱 ,2018-12-26T21:43:16.000Z,2018,12,26,21,1
다이어트 1일차 ㅋㅋㅋㅋㅋ벌써 음식사진이 제일 그립네ㅠ술 끊는다 했지만 마트에서 쿨러 주는 바람에 맥주 한박스 겟!!!!!,2019-05-27T04:33:30.000Z,2019,05,27,04,1
만두는 조금 타줘야 제맛☺️...,2019-02-09T03:52:11.000Z,2019,02,09,03,1
목요일은?-,2019-04-25T16:13:47.000Z,2019,04,25,16,0
,2019-01-04T10:16:56.000Z,2019,01,04,10,0
먹는고 만두 ,2019-04-21T13:07:03.000Z,2019,04,21,13,0
불맛 중독성이 강한 짬뽕과 축구를 기다리는 짜세...,2019-01-22T13:05:39.000Z,2019,01,22,13,0
역시 만두는 비비고야,2019-01-18T07:58:07.000Z,2019,01,18,07,0
⠀⠀⠀시식행사 중인 박서준.gif⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-06-20T10:01:07.000Z,2019,06,20,10,0
'핫플은 나도참가!'',2019-03-01T11:01:47.000Z,2019,03,01,11,0
야식타임~~왕교자🥟(( 토마토파스타소스))로 만든 떠먹는 피자🍕&망고🥭🥭 ,2019-04-12T14:42:11.000Z,2019,04,12,14,0
스마일페이 개이덕~~~50%할인으로 마니 건져왔당!!! ,2019-01-23T10:59:46.000Z,2019,01,23,10,0
,2019-01-10T14:04:10.000Z,2019,01,10,14,0
뭐든 기름기가 있어야 먹은 기분이 나  ,2019-05-23T08:24:22.000Z,2019,05,23,08,0
만두러버의 만두 활용기 1탄~깐풍만두 ㅎㅎ..,2018-12-18T12:59:07.000Z,2018,12,18,12,0
만두 약먹고 내리 2시간사망감기 죽겠다 으어... ,2019-05-05T10:11:29.000Z,2019,05,05,10,0
,2019-06-18T12:31:09.000Z,2019,06,18,12,0
-오늘의 야식❣️-,2019-03-29T13:36:45.000Z,2019,03,29,13,0
,2019-03-06T15:13:21.000Z,2019,03,06,15,0
남들이 좋다고 하는건 이유가 있다ㅋㅋ에어프라이어 최고!!뭐든 돌리기만 하면 존맛탱...,2019-01-30T13:45:44.000Z,2019,01,30,13,0
-살구쨈 ,2019-06-10T02:05:30.000Z,2019,06,10,02,1
,2019-04-12T00:59:57.000Z,2019,04,12,00,1
.나혼산 보면서 야식✨.....,2019-02-08T14:36:58.000Z,2019,02,08,14,0
,2019-03-21T16:19:57.000Z,2019,03,21,16,0
,2019-05-29T12:57:53.000Z,2019,05,29,12,0
여보는 아빠랑 맛난거 먹어서나 혼자 미나리 쫄면 & 왕교자 에어프라이어 최고얌🥟🥟🥟미나리 향이 어느 순간 좋아지고 맛있게 느껴지기 시작🤭💚💛...,2019-04-14T06:39:52.000Z,2019,04,14,06,0
.하숙생과 에어프라이어 성능 점검.,2019-03-31T17:13:21.000Z,2019,03,31,17,0
*******간식♡♡♡...,2019-01-30T05:59:57.000Z,2019,01,30,05,0
-야식타임 🍴...,2019-01-22T11:58:05.000Z,2019,01,22,11,0
아 이럴줄 알았으면 집에 오자마자 튀기는건데,2019-02-07T12:34:04.000Z,2019,02,07,12,0
"-ㆍㆍ나는 살림 퇴근 후,신랑은 회사 퇴근 후, 한잔하루중 제일 행복한 시간♡",2019-01-30T13:59:34.000Z,2019,01,30,13,0
..렐레룰루 재우고 야식타임🥢이둘은 정말이지 찰떡궁합ㅋㅋㅋㅋㅋ..,2019-01-04T13:48:54.000Z,2019,01,04,13,0
야식먹고..살쪄보자🙄언제든 와주는 사람들이 있으니 이정도면 나 그렇게 나쁘게살진안았지?😝,2019-03-03T08:10:31.000Z,2019,03,03,08,0
_20190210.요 삼일새 내 최애메뉴 등극👍🏻집에서 혼맥에 익숙해지는듕내 단짝 에어프라이 고마워💕내일은 식빵사러 가야게똬😆..,2019-02-10T12:56:17.000Z,2019,02,10,12,0
사골육수로 진하게 끓인 떡만두국에 김치란❤..진득하니 넘나 맛있는 것..,2019-05-04T06:20:16.000Z,2019,05,04,06,0
,2019-01-30T10:47:42.000Z,2019,01,30,10,0
_2900원의 행복gs25편의점가면 무조건사세요개강추🧡🧡가래떡떡볶이 부산가래떡떡볶이 생각날때쫄깃쫄깃 미쵸😭..,2019-03-25T15:58:40.000Z,2019,03,25,15,0
,2018-12-14T01:06:20.000Z,2018,12,14,01,1
오랜만에 즐기는 왕맥~😘한봉다리 더 구울걸 그랬나봄~넘 빨리 없어져서 과자 벌써 두봉지 깠자나ㅋㅋ.ㅋㅋ😁😁,2019-01-11T15:54:40.000Z,2019,01,11,15,0
..이 새벽에 먹는 ,2019-04-22T16:54:22.000Z,2019,04,22,16,0
😏.오늘 출근했다가😢 운동갔다가 집에 오니가족 모두 놀러나감.엄마 있으면 살찐다고 못먹게 하는데없으니까 막 먹기!!! 내 세상이다😝!!!!!!!!.저녁에 봉지라면으로 나온 튀김우동 먹고(컵라면 보다 면이 쫄깃하지만 건더기 스프가 모자른 느낌🤔)야식으루 에어프라이어에 돌린 비비고왕교자❤갑자기 비빔만두 먹고싶어서 소스 만들어서 비빔비빔참깨는 절구에 살짝 빻아서 솔솔😋.,2019-02-02T13:24:55.000Z,2019,02,02,13,0
만두는 사랑입니다♡..,2019-03-26T08:59:05.000Z,2019,03,26,08,0
,2019-03-05T13:56:35.000Z,2019,03,05,13,0
⠀간헐적 단식우리집 군마두🥟 장인,2019-04-23T13:05:49.000Z,2019,04,23,13,0
,2018-12-14T08:23:50.000Z,2018,12,14,08,0
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,2019-01-17T13:55:10.000Z,2019,01,17,13,0
19.3.13(수) ,2019-03-26T22:24:36.000Z,2019,03,26,22,1
,2019-04-27T08:29:59.000Z,2019,04,27,08,0
형부만의 만두 🥟 굽는 스킬 👏🏻👏🏻 ,2019-05-24T15:25:16.000Z,2019,05,24,15,0
비비고사랑😘,2019-04-16T10:42:12.000Z,2019,04,16,10,0
👩🏻‍🍳,2019-04-14T05:21:50.000Z,2019,04,14,05,0
-오늘 저녁은 쫄면+군만두근데 뭐 이렇게 맵다니🥵매운거 요즘 전혀 안먹었더니진짜 못먹겠다.. 😐😐😐한입 먹고 오빠 다 주기 !결국 더운데 요리하고 한입먹고탈진.. 이제 요리도 못하겠다더위 먹으면 안되는데 너무 덥다😭임신하고 진짜 너무 덥다 더워몸이 점점 무겁고 힘들구나!내일이면 대망의 ,2019-05-24T09:52:28.000Z,2019,05,24,09,0
"홍유만두🌶라유(고추기름)을 만들어 둔 김에 만든 홍유만두. ..*재료 : 왕교자(비비고왕교자) 150g(5개), 소스..1. 냉동 상태의 왕교자를 찐다.*물이 팔팔 끓을 때 왕교자를 넣은 뒤, 냄비 뚜껑을 닫고 중약불에서 7-8분간 찐다.2. 소스를 만든다.*소스 : 고추기름 3스푼, 간장 1.5스푼, 참기름 반 스푼, 다진마늘 반 스푼, 물엿(올리고당/설탕) 1스푼, 흑식초(식초) 반 스푼, 후추 조금, 다진 파 1스푼3. 찐 만두에 소스를 뿌린다...*아쉬운 점 : 만두 5개..................",2019-03-18T04:44:06.000Z,2019,03,18,04,1
190204 아침식사어제 겜하느라 장보러 안간 나새끼..오늘도 냉동칸 털었음😑슬슬 고기금단증상이.. ,2019-02-04T01:20:51.000Z,2019,02,04,01,1
그냥 아무도 없길래...,2018-12-27T04:20:43.000Z,2018,12,27,04,1
입에서 바지락나올라구랭 ,2018-12-26T04:24:40.000Z,2018,12,26,04,1
,2019-03-30T07:47:01.000Z,2019,03,30,07,0
와이파이 낮잠 때 꿈에서 점지해주셨다는 메뉴_,2019-03-17T12:21:34.000Z,2019,03,17,12,0
부부의 불금.....,2019-01-05T04:44:10.000Z,2019,01,05,04,1
또 태움.. 미치것네.. ,2019-03-05T11:54:35.000Z,2019,03,05,11,0
"2주만에 캘리그라피 수업,,,☆(저번주도 아파서 못간거 TMI)병자는 낮기온 28도에도 불구하고 마스크로 무장하고 공부하러,,총총만두 완성 못했지,,,그래서 집 와서 ",2019-04-22T10:28:57.000Z,2019,04,22,10,0
집에서 만두 쪄먹기 ~ 오늘 만두 좀 잘됐네 🤗..,2019-06-15T05:52:25.000Z,2019,06,15,05,0
나의 만두❤️ ,2019-01-04T10:53:35.000Z,2019,01,04,10,0
"퇴근 후에 먹는 안심롤, 처갓집양념통닭 너무 맛있다🙊아침 회사에서 나눠준 계란, 쥬스도 굿👍오늘 저녁은 ",2019-04-25T13:56:29.000Z,2019,04,25,13,0
,2019-04-10T13:25:24.000Z,2019,04,10,13,0
,2019-03-06T03:36:48.000Z,2019,03,06,03,1
엄마랑 콘서트 데이트🥰아빠가 준비한 티켓으로 세시간을 달렸다아🤣@sambahong님 무대매너👍👍주차장에서 오빠한테 배고프다고 하자마자차려진 야식🤭👍👏...내년에는 노랭이가 되어 콘서트가 가곱다는🤣🤣킥킥킥킥😎😎😎😎😎😎,2019-06-12T15:17:43.000Z,2019,06,12,15,0
소풍이 따로 없쥬?,2019-02-14T09:27:56.000Z,2019,02,14,09,0
저녁은 간단하게,2019-04-17T11:34:12.000Z,2019,04,17,11,0
"예전에 맛있게 먹었던 만두전골 안 만두맛과 닮았기에 사골육수 쬐끔에 물 많이 넣어서 만두국 끓여서 반숙하고 먹다가, 남은 만두하고 반숙하고 밥하고 비벼서 삼양불닭소스로 간 맞춰서 만두밥먹기.",2019-03-07T04:44:40.000Z,2019,03,07,04,1
,2019-05-14T03:11:09.000Z,2019,05,14,03,1
올해부터 제사를 날 정해서 한번만 하기로 해서 이번 구정에는 간단히 시댁식구들이랑 가게에서 식사를 했어요~ 근데 열씨미 한다고 하는데 상 차리고 보면 먼가 없어 보이는 느낌이 드는거 같아요..ㅎㅎ,2019-02-05T10:31:27.000Z,2019,02,05,10,0
비장의 소스로 만든 ,2019-01-06T05:50:35.000Z,2019,01,06,05,0
비비고 왕교자 박스가 아직 우리집에..😭왜냐하믄 젤랑이들이 여기를 너무 좋아하니깐...아이들이 우리집에 오기전 남편이 기르던 식물이 있었는데 우리 연애하던 시절 남편이 처음으로 유칼립투스와 페퍼민트를 산적이 있었다.난 페퍼민트를 맡아 길렀는데 몇주(?)만에 무지개 다리를 건너버렸고 남편의 유칼립투스는 근근히(?) 생명을 이어오다 신혼집까지 오게 되었는데..우리집에서 가장 해가 잘 들어오는곳은 거실 중간!유칼립투스가 어느순간 거실 중간을 차지하는거였다. 남편에게 걸어다니는데 방해가 되며 거실은 깔끔한게 좋다고 창가쪽에 둬달라고 남편을 서운하게 한적이 있었다.젤랑이들의 비비고 왕교자 박스는... 지금 우리 거실 중간 그리고 거실의 여기저기를 움직이며 있는데 남편이 한마디 했다.'...비비고 왕교자는 괜찮아..?''......헤헤헤;;;;' 말을 잊지못했다.달링... 미안해요.. 그리고 사랑합니다❤️🐈,2018-12-24T05:52:03.000Z,2018,12,24,05,0
,2019-02-27T15:47:30.000Z,2019,02,27,15,0
군만두러버...,2019-04-09T04:56:58.000Z,2019,04,09,04,1
...,2019-04-19T11:28:58.000Z,2019,04,19,11,0
,2019-04-01T22:30:44.000Z,2019,04,01,22,1
...이거슨 만두,2019-06-14T04:24:13.000Z,2019,06,14,04,1
야식😋...,2019-02-28T13:34:28.000Z,2019,02,28,13,0
,2018-12-28T05:14:08.000Z,2018,12,28,05,0
,2019-01-29T02:49:47.000Z,2019,01,29,02,1
,2019-04-05T09:53:55.000Z,2019,04,05,09,0
_190607,2019-06-07T07:48:54.000Z,2019,06,07,07,0
,2019-01-14T10:28:01.000Z,2019,01,14,10,0
간단하게 먹을랬더니진짜 손이 말을 안듣네 둘다..ㅋㅋ진짜 간.단. 하게 우리 목적은 ,2019-03-28T15:00:25.000Z,2019,03,28,15,0
에어프라이어를 샀다.,2019-02-23T12:26:02.000Z,2019,02,23,12,0
------------오랜만에 골빔면.......,2019-02-09T14:04:12.000Z,2019,02,09,14,0
최후의 만찬 🍽 금요일 종합검진 때문에 앞으로 3일간 식단조절 😭 다이어트 한다고 생각하쟈 여봉..😢...,2019-05-13T23:22:53.000Z,2019,05,13,23,1
오랜만에 만두가 먹고싶어서~군만두도먹고싶고 찐만두도 먹고싶을땐교자처럼 만두아래부분만 바짝굽다가물살짝넣고 뚜껑닫고 찌면~진짜 맛있는 교자스타일만두완성~욕심이 만두산을 만듦 ㅋ ㅋ ,2018-12-14T13:06:59.000Z,2018,12,14,13,0
.새벽녘 야식 🥟.비비고 왕교자랑 김말이그리고냉털 야채 넣고 만든 떡볶이😋얼마전 ,2019-03-05T18:24:48.000Z,2019,03,05,18,1
,2019-05-12T10:14:09.000Z,2019,05,12,10,0
.역시 만두는 비비고👍👍,2019-05-02T00:16:14.000Z,2019,05,02,00,1
